Filename: 0.72_green_0000.csv
SampleFlowRate = 6.833 ml/s
Trigger Threshold 2 = 4
Trigger Threshold 1 = 4
Max Meas Per o/p File = 30000
Auto Forced Trig Enabled = 0
Auto Forced Trig Part Rate Thresh = 2 p/s
Peak Offset FL2_SctPk = 0 (0x0)
Integrator Offset FL2_SctInt = 69 (0x45)
Integrator Offset FL1_280 = 69 (0x45)
Integrator Offset FL2_280 = 65 (0x41)
Integrator Offset FL2_370 = 0 (0x0)
Peak Offset Pwr_280 = 0 (0x0)
Peak Offset Pwr_370 = 0 (0x0)
Peak Offset SCAT_EL1 = 0 (0x0)
Peak Offset SCAT_EL2 = 0 (0x0)
Peak Offset SCAT_EL3 = 0 (0x0)
Peak Offset SCAT_EL4 = 0 (0x0)
Scat El 2 gradient = 0.8704
Scat El 2 offset = 1.6147
Scat El 3 gradient = 1.2505
Scat El 3 offset = 1.2597
Scat El 4 gradient = 1.1150
Scat El 4 offset = 5.5825
Minimum Mean ScatEL = 20
Glitch time = 30 (0.63us)
Scat integrate pulse = 300 (6.25us)
XE1 trigger delay = 471 (9.81us)
XE1 integrate delay = 160 (3.33us)
XE1 integrate pulse = 288 (6.00us)
XE2 trigger delay = 551 (11.48us)
XE2 integrate delay = 130 (2.71us)
XE2 integrate pulse = 336 (7.00us)
Recharge time = 18000 (6000us)
FL1 280nm offset = 0
FL2 280nm offset = 0
FL2 370nm offset = 0
Start Date/Time: 01/07/2014 11:45:52
Time,FL2 SctInt,Scat_EL1,Scat_EL2,Scat_EL3,Scat_EL4,FL2 SctPk,FL1_280,FL2_280,Pwr_280,FL2_370,Pwr_370,TOF,TPCT2,Size,AF,TotalT2,MeasT2,FT,TPCT1,TotalT1
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
48,94,7,7,10,11,33,58,400,2047,148,1679,2.5,5,1.452,4.118,541.8,126.6,2,0,574.9
40,95,7,7,10,10,22,38,340,2047,137,1647,2.646,8,0.9533,5.634,541.8,126.6,2,0,574.9
33,106,7,3,9,11,24,65,384,2047,156,1668,3.125,10,1.048,7.873,541.8,126.6,2,0,574.9
28,43,6,6,9,12,14,55,297,2047,57,1698,1.833,3,0.5738,1.454,541.8,126.6,2,0,574.9
18,59,9,5,8,11,27,58,364,2047,117,1706,1.896,6,1.187,7.719,541.8,126.6,2,0,574.9
7,78,9,8,10,10,23,44,362,2047,113,1693,2.25,1,1.001,7.738,541.8,126.6,2,0,574.9
0,96,7,8,8,12,22,48,341,2047,117,1611,2.854,2,0.9533,4.134,541.8,126.6,2,80,574.9
192,72,8,6,10,11,25,73,416,2047,169,1693,2.354,3,1.095,5.42,541.8,126.6,2,0,574.9
186,72,8,8,10,13,16,53,344,2047,93,1641,2.396,3,0.6679,2.747,541.8,126.6,2,0,574.9
179,177,16,20,20,27,48,92,818,2047,183,1702,2.75,2,1.979,6.762,541.8,126.6,2,0,574.9
171,97,6,7,11,9,22,59,392,2047,182,1684,2.729,3,0.9533,7.375,541.8,126.6,2,0,574.9
164,84,7,7,10,11,22,57,399,2047,133,1662,2.417,4,0.9533,4.118,541.8,126.6,2,0,574.9
155,61,6,8,8,10,21,47,385,2047,107,1699,1.979,2,0.9058,5.929,541.8,126.6,2,0,574.9
141,78,7,7,9,10,25,65,375,2047,153,1700,2.229,1,1.095,5.377,541.8,126.6,2,59,574.9
134,73,7,8,10,10,29,52,367,2047,143,1654,2.333,3,1.278,6.26,541.8,126.6,2,0,574.9
123,59,6,7,9,9,20,49,360,2047,62,1643,1.792,3,0.8582,6.283,541.8,126.6,2,0,574.9
115,72,8,9,8,10,21,53,382,2047,141,1679,2.292,5,0.9058,8.199,541.8,126.6,2,0,574.9
108,77,8,7,9,10,25,57,392,2047,154,1713,2.208,8,1.095,6.395,541.8,126.6,2,0,574.9
101,68,6,8,9,12,22,62,367,2047,141,1714,2.104,6,0.9533,3.332,541.8,126.6,2,0,574.9
95,61,6,7,12,12,19,53,385,2047,102,1687,1.958,7,0.8105,4.375,541.8,126.6,2,0,574.9
88,51,8,6,11,10,21,50,356,2047,96,1669,1.667,2,0.9058,7.106,541.8,126.6,2,0,574.9
71,55,8,6,8,10,18,46,350,2047,79,1682,1.833,4,0.7629,6.483,541.8,126.6,2,0,574.9
56,107,7,6,10,9,23,46,367,2047,156,1691,2.854,5,1.001,7.059,541.8,126.6,2,0,574.9
